movieId,title,genres,director
m2083,"Muppet Christmas Carol, The (1992)","[""Children's"", 'Musical']",a0005008
m2084,Newsies (1992),"[""Children's"", 'Musical']",a0650905
m2085,101 Dalmatians (1961),"['Animation', ""Children's""]",a0718627
m2086,One Magic Christmas (1985),"['Drama', 'Fantasy']",
m2087,Peter Pan (1953),"['Animation', ""Children's"", 'Fantasy', 'Musical']",a0455741
m2088,Popeye (1980),"['Adventure', 'Comedy', 'Musical']",a0000265
m2089,"Rescuers Down Under, The (1990)","['Animation', ""Children's""]",a0300265
m2090,"Rescuers, The (1977)","['Animation', ""Children's""]",a0828245
m2091,Return from Witch Mountain (1978),"[""Children's"", 'Sci-Fi']",a0396421
m2092,"Return of Jafar, The (1993)","['Animation', ""Children's"", 'Musical']",a0953649
m2093,Return to Oz (1985),"['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']",a0004555
m2094,"Rocketeer, The (1991)","['Action', 'Adventure', 'Sci-Fi']",a0002653
m2095,"Shaggy D.A., The (1976)","[""Children's"", 'Comedy']",a0829038
m2096,Sleeping Beauty (1959),"['Animation', ""Children's"", 'Musical']",a0718627
m2097,Something Wicked This Way Comes (1983),"[""Children's"", 'Horror']",a0002338
m2098,Son of Flubber (1963),"[""Children's"", 'Comedy']",a0829038
m2099,Song of the South (1946),"['Adventure', 'Animation', ""Children's"", 'Musical']",a0414144
m2100,Splash (1984),"['Comedy', 'Fantasy', 'Romance']",a0000165
m2101,Squanto: A Warrior's Tale (1994),"['Adventure', 'Drama']",
m2102,Steamboat Willie (1940),"['Animation', ""Children's"", 'Comedy', 'Musical']",a0000370
m2103,Tall Tale (1994),"['Adventure', ""Children's""]",a0154819
m2104,Tex (1982),['Drama'],a0006853
m2105,Tron (1982),"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",a0513974
m2106,Swing Kids (1993),"['Drama', 'War']",a0141961
m2107,Halloween: H20 (1998),"['Horror', 'Thriller']",a0591171
m2108,L.A. Story (1991),"['Comedy', 'Romance']",a0413875
m2109,"Jerk, The (1979)",['Comedy'],a0005348
m2110,Dead Men Don't Wear Plaid (1982),"['Comedy', 'Crime', 'Thriller']",a0005348
m2111,"Man with Two Brains, The (1983)",['Comedy'],a0005348
m2112,Grand Canyon (1991),"['Crime', 'Drama']",a0001410
m2113,Graveyard Shift (1990),"['Horror', 'Thriller']",
m2114,"Outsiders, The (1983)",['Drama'],a0000338
m2115,Indiana Jones and the Temple of Doom (1984),"['Action', 'Adventure']",a0000229
m2116,"Lord of the Rings, The (1978)","['Adventure', 'Animation', ""Children's"", 'Sci-Fi']",a0000835
m2117,Nineteen Eighty-Four (1984),"['Drama', 'Sci-Fi']",a0705535
m2118,"Dead Zone, The (1983)","['Horror', 'Thriller']",a0000343
m2119,Maximum Overdrive (1986),['Horror'],a0000175
m2120,Needful Things (1993),"['Drama', 'Horror']",a0381699
m2121,Cujo (1983),"['Horror', 'Thriller']",a0853546
m2122,Children of the Corn (1984),"['Horror', 'Thriller']",a0452607
m2123,All Dogs Go to Heaven (1989),"['Animation', ""Children's""]",a0473941
m2124,"Addams Family, The (1991)",['Comedy'],a0001756
m2125,Ever After: A Cinderella Story (1998),"['Drama', 'Romance']",a0855035
m2126,Snake Eyes (1998),"['Action', 'Crime', 'Mystery', 'Thriller']",a0000361
m2127,"First Love, Last Rites (1997)","['Drama', 'Romance']",
m2128,Safe Men (1998),['Comedy'],
m2129,"Saltmen of Tibet, The (1997)",['Documentary'],
m2130,Atlantic City (1980),"['Crime', 'Drama', 'Romance']",a0001501
m2131,Autumn Sonata (Höstsonaten ) (1978),['Drama'],a0000005
m2132,Who's Afraid of Virginia Woolf? (1966),['Drama'],a0001566
m2133,Adventures in Babysitting (1987),"['Adventure', 'Comedy']",a0001060
m2134,Weird Science (1985),['Comedy'],a0000455
m2135,Doctor Dolittle (1967),"['Adventure', 'Musical']",a0281507
m2136,"Nutty Professor, The (1963)",['Comedy'],a0001471
m2137,Charlotte's Web (1973),"['Animation', ""Children's""]",a0847314
m2138,Watership Down (1978),"['Animation', ""Children's"", 'Drama', 'Fantasy']",a0399524
m2139,"Secret of NIMH, The (1982)","['Animation', ""Children's""]",a0089940
m2140,"Dark Crystal, The (1982)","[""Children's"", 'Fantasy', 'Sci-Fi']",a0000568
m2141,"American Tail, An (1986)","['Animation', ""Children's"", 'Comedy']",a0089940
m2142,"American Tail: Fievel Goes West, An (1991)","['Animation', ""Children's"", 'Comedy']",a0920425
m2143,Legend (1985),"['Adventure', 'Fantasy', 'Romance']",a0000631
m2144,Sixteen Candles (1984),['Comedy'],a0000455
m2145,Pretty in Pink (1986),"['Comedy', 'Drama', 'Romance']",a0222043
m2146,St. Elmo's Fire (1985),"['Drama', 'Romance']",a0001708
m2147,"Clan of the Cave Bear, The (1986)",['Drama'],a0152469
m2148,House (1986),"['Comedy', 'Horror']",a0591171
m2149,House II: The Second Story (1987),"['Comedy', 'Horror']",a0928832
m2150,"Gods Must Be Crazy, The (1980)",['Comedy'],a0371059
m2151,"Gods Must Be Crazy II, The (1989)",['Comedy'],a0371059
m2152,Air Bud: Golden Receiver (1998),"[""Children's"", 'Comedy']",a0552954
m2153,"Avengers, The (1998)","['Action', 'Adventure']",a0154819
m2154,How Stella Got Her Groove Back (1998),"['Drama', 'Romance']",a0838198
m2155,"Slums of Beverly Hills, The (1998)",['Comedy'],a0420982
m2156,"Best Man, The (Il Testimone dello sposo) (1997)","['Comedy', 'Drama']",a0002194
m2157,"Chambermaid on the Titanic, The (1998)",['Romance'],
m2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)","['Crime', 'Horror']",
m2159,Henry: Portrait of a Serial Killer (1990),"['Crime', 'Horror']",a0573796
m2160,Rosemary's Baby (1968),"['Horror', 'Thriller']",a0000591
m2161,"NeverEnding Story, The (1984)","['Adventure', ""Children's"", 'Fantasy']",a0000583
m2162,"NeverEnding Story II: The Next Chapter, The (1990)","['Adventure', ""Children's"", 'Fantasy']",a0004305
m2163,Attack of the Killer Tomatoes! (1980),"['Comedy', 'Horror']",a0207357
m2164,Surf Nazis Must Die (1987),['Drama'],a0313569
m2165,Your Friends and Neighbors (1998),['Drama'],a0001438
m2166,Return to Paradise (1998),"['Drama', 'Romance']",a0747849
m2167,Blade (1998),"['Action', 'Adventure', 'Horror']",a0635759
m2168,Dance with Me (1998),"['Drama', 'Romance']",
m2169,Dead Man on Campus (1998),['Comedy'],a0169874
m2170,Wrongfully Accused (1998),"['Action', 'Comedy']",a0698493
m2171,"Next Stop, Wonderland (1998)","['Comedy', 'Drama', 'Romance']",a0026442
m2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",['Comedy'],a0449576
m2173,"Navigator: A Mediaeval Odyssey, The (1988)","['Adventure', 'Fantasy', 'Sci-Fi']",
m2174,Beetlejuice (1988),"['Comedy', 'Fantasy']",a0000318
m2175,Déjà Vu (1997),"['Drama', 'Romance']",a0415617
m2176,Rope (1948),['Thriller'],a0000033
m2177,Family Plot (1976),"['Comedy', 'Thriller']",a0000033
m2178,Frenzy (1972),['Thriller'],a0000033
m2179,Topaz (1969),['Thriller'],a0000033
m2180,Torn Curtain (1966),['Thriller'],a0000033
m2181,Marnie (1964),['Thriller'],a0000033
m2182,"Wrong Man, The (1956)","['Drama', 'Film-Noir', 'Thriller']",a0000033
m2183,"Man Who Knew Too Much, The (1956)",['Thriller'],a0000033
m2184,"Trouble with Harry, The (1955)","['Mystery', 'Thriller']",a0000033
m2185,I Confess (1953),['Thriller'],a0000033
m2186,Strangers on a Train (1951),"['Film-Noir', 'Thriller']",a0000033
m2187,Stage Fright (1950),"['Mystery', 'Thriller']",a0000033
m2188,54 (1998),['Drama'],a0160602
m2189,I Married A Strange Person (1997),['Animation'],
m2190,Why Do Fools Fall In Love? (1998),['Drama'],a0622695
m2191,"Merry War, A (1997)",['Comedy'],
m2192,See the Sea (Regarde la mer) (1997),['Drama'],
m2193,Willow (1988),"['Action', 'Adventure', 'Fantasy']",a0000165
m2194,"Untouchables, The (1987)","['Action', 'Crime', 'Drama']",a0000361
m2195,Dirty Work (1998),['Comedy'],a0756114
m2196,Knock Off (1998),['Action'],a0007139
m2197,Firelight (1997),['Drama'],
m2198,Modulations (1998),['Documentary'],
m2199,Phoenix (1998),"['Crime', 'Drama']",
m2200,Under Capricorn (1949),['Drama'],
m2201,"Paradine Case, The (1947)",['Drama'],a0000033
m2202,Lifeboat (1944),"['Drama', 'Thriller', 'War']",a0000033
m2203,Shadow of a Doubt (1943),"['Film-Noir', 'Thriller']",a0000033
m2204,Saboteur (1942),['Thriller'],a0000033
m2205,Mr. & Mrs. Smith (1941),['Comedy'],a0000033
m2206,Suspicion (1941),"['Mystery', 'Thriller']",a0000033
m2207,Jamaica Inn (1939),['Drama'],a0000033
m2208,"Lady Vanishes, The (1938)","['Comedy', 'Mystery', 'Romance', 'Thriller']",a0000033
m2209,Young and Innocent (1937),"['Crime', 'Thriller']",
m2210,Sabotage (1936),['Thriller'],a0000033
m2211,Secret Agent (1936),['Thriller'],a0000033
m2212,"Man Who Knew Too Much, The (1934)",['Thriller'],a0000033
m2213,Waltzes from Vienna (1933),"['Comedy', 'Musical']",
m2214,Number Seventeen (1932),['Thriller'],
m2215,Rich and Strange (1932),"['Comedy', 'Romance']",
m2216,"Skin Game, The (1931)",['Drama'],
m2217,Elstree Calling (1930),"['Comedy', 'Musical']",
m2218,Juno and Paycock (1930),['Drama'],
m2219,Murder! (1930),"['Mystery', 'Thriller']",
m2220,"Manxman, The (1929)",['Drama'],
m2221,Blackmail (1929),['Thriller'],
m2222,Champagne (1928),['Comedy'],
m2223,"Farmer's Wife, The (1928)",['Comedy'],
m2224,Downhill (1927),['Drama'],
m2225,Easy Virtue (1927),['Drama'],
m2226,"Ring, The (1927)",['Drama'],a0000033
m2227,"Lodger, The (1926)",['Thriller'],a0000033
m2228,"Mountain Eagle, The (1926)",['Drama'],
m2229,"Pleasure Garden, The (1925)",['Drama'],
m2230,Always Tell Your Wife (1923),['Comedy'],
m2231,Rounders (1998),"['Crime', 'Drama']",a0001093
m2232,Cube (1997),"['Sci-Fi', 'Thriller']",a0622112
m2233,Digging to China (1998),['Drama'],
m2234,Let's Talk About Sex (1998),['Drama'],
m2235,One Man's Hero (1999),"['Drama', 'War']",
m2236,Simon Birch (1998),['Drama'],a0425756
m2237,Without Limits (1998),['Drama'],
m2238,Seven Beauties (Pasqualino Settebellezze) (1976),"['Comedy', 'Drama']",
m2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),"['Comedy', 'Drama']",a0921631
m2240,My Bodyguard (1980),['Drama'],a0082300
m2241,Class (1983),['Comedy'],a0137573
m2242,"Grandview, U.S.A. (1984)",['Drama'],
m2243,Broadcast News (1987),"['Comedy', 'Drama', 'Romance']",a0000985
m2244,"Allnighter, The (1987)","['Comedy', 'Romance']",a0389311
m2245,Working Girl (1988),"['Comedy', 'Drama']",a0001566
m2246,Stars and Bars (1988),['Comedy'],
m2247,Married to the Mob (1988),['Comedy'],a0001129
m2248,Say Anything... (1989),"['Comedy', 'Drama', 'Romance']",a0001081
m2249,My Blue Heaven (1990),['Comedy'],a0006889
m2250,Men Don't Leave (1990),['Drama'],
m2251,"Cabinet of Dr. Ramirez, The (1991)",['Comedy'],
m2252,Hero (1992),"['Comedy', 'Drama']",a0001241
m2253,Toys (1992),"['Action', 'Comedy', 'Fantasy']",a0001469
m2254,Choices (1981),['Drama'],
m2255,Young Doctors in Love (1982),['Comedy'],a0005190
m2256,Parasite (1982),"['Horror', 'Sci-Fi']",a0023929
m2257,No Small Affair (1984),"['Comedy', 'Romance']",a0770234
m2258,Master Ninja I (1984),['Action'],
m2259,Blame It on Rio (1984),"['Comedy', 'Romance']",a0002045
m2260,Wisdom (1986),"['Action', 'Crime']",a0000389
m2261,One Crazy Summer (1986),['Comedy'],a0390822
m2262,About Last Night... (1986),"['Comedy', 'Drama', 'Romance']",a0001880
m2263,"Seventh Sign, The (1988)",['Thriller'],a0776209
m2264,We're No Angels (1989),['Drama'],a0001403
m2265,Nothing But Trouble (1991),"['Adventure', 'Comedy']",a0000101
m2266,"Butcher's Wife, The (1991)","['Comedy', 'Romance']",a0400958
m2267,Mortal Thoughts (1991),"['Mystery', 'Thriller']",a0748928
m2268,"Few Good Men, A (1992)","['Crime', 'Drama']",a0001661
m2269,Indecent Proposal (1993),['Drama'],a0001490
m2270,"Century of Cinema, A (1994)",['Documentary'],
m2271,Permanent Midnight (1998),['Drama'],a0892705
m2272,One True Thing (1998),['Drama'],a0002083
m2273,Rush Hour (1998),"['Action', 'Thriller']",a0711840
m2274,Lilian's Story (1995),['Drama'],
m2275,Six-String Samurai (1998),"['Action', 'Adventure', 'Sci-Fi']",a0612812
m2276,"Soldier's Daughter Never Cries, A (1998)",['Drama'],
m2277,Somewhere in the City (1997),['Drama'],
m2278,Ronin (1998),"['Action', 'Crime', 'Thriller']",a0001239
m2279,Urban Legend (1998),"['Horror', 'Thriller']",a0087595
m2280,Clay Pigeons (1998),['Crime'],a0229694
m2281,Monument Ave. (1998),['Crime'],a0001130
m2282,Pecker (1998),"['Comedy', 'Drama']",a0000691
m2283,"Sheltering Sky, The (1990)",['Drama'],a0000934
m2284,Bandit Queen (1994),['Drama'],
m2285,If.... (1968),['Drama'],
m2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",['Comedy'],a0000634
m2287,Them! (1954),"['Sci-Fi', 'Thriller', 'War']",a0235066
m2288,"Thing, The (1982)","['Action', 'Horror', 'Sci-Fi', 'Thriller']",a0000118
m2289,"Player, The (1992)","['Comedy', 'Drama']",a0000265
m2290,Stardust Memories (1980),"['Comedy', 'Drama']",a0000095
m2291,Edward Scissorhands (1990),"['Drama', 'Romance']",a0000318
m2292,Overnight Delivery (1996),['Romance'],a0089176
m2293,Shadrach (1998),['Drama'],
m2294,Antz (1998),"['Animation', ""Children's""]",a0426333
m2295,"Impostors, The (1998)",['Comedy'],a0001804
m2296,"Night at the Roxbury, A (1998)",['Comedy'],a0287198
m2297,What Dreams May Come (1998),"['Drama', 'Romance']",a0911910
m2298,Strangeland (1998),['Thriller'],a0682239
m2299,"Battle of the Sexes, The (1959)",['Comedy'],
m2300,"Producers, The (1968)","['Comedy', 'Musical']",a0000316
m2301,History of the World: Part I (1981),['Comedy'],a0000316
m2302,My Cousin Vinny (1992),['Comedy'],a0528718
m2303,Nashville (1975),"['Drama', 'Musical']",a0000265
m2304,Love Is the Devil (1998),['Drama'],a0562266
m2305,Slam (1998),['Drama'],
m2306,Holy Man (1998),['Comedy'],a0378893
m2307,One Tough Cop (1998),"['Action', 'Drama']",a0000853
m2308,Detroit 9000 (1973),"['Action', 'Crime']",
m2309,"Inheritors, The (Die Siebtelbauern) (1998)",['Drama'],
m2310,"Mighty, The (1998)",['Drama'],a0155093
m2311,2010 (1984),"['Mystery', 'Sci-Fi']",a0001382
m2312,Children of a Lesser God (1986),['Drama'],a0354279
m2313,"Elephant Man, The (1980)",['Drama'],a0000186
m2314,Beloved (1998),['Drama'],a0001129
m2315,Bride of Chucky (1998),"['Horror', 'Thriller']",a0950553
m2316,Practical Magic (1998),"['Drama', 'Romance']",a0001162
m2317,"Alarmist, The (1997)",['Comedy'],
m2318,Happiness (1998),['Comedy'],a0001754
m2319,Reach the Rock (1997),['Comedy'],
m2320,Apt Pupil (1998),"['Drama', 'Thriller']",a0001741
m2321,Pleasantville (1998),['Comedy'],a0002657
m2322,Soldier (1998),"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'War']",a0027271
m2323,"Cruise, The (1998)",['Documentary'],a0587955
m2324,Life Is Beautiful (La Vita è bella) (1997),"['Comedy', 'Drama']",a0000905
m2325,Orgazmo (1997),['Comedy'],a0005295
m2326,Shattered Image (1998),"['Drama', 'Thriller']",
m2327,Tales from the Darkside: The Movie (1990),['Horror'],a0365666
m2328,Vampires (1998),['Horror'],a0000118
m2329,American History X (1998),['Drama'],a0443411
m2330,Hands on a Hard Body (1996),['Documentary'],a0082835
m2331,Living Out Loud (1998),"['Comedy', 'Romance']",a0481418
m2332,Belly (1998),"['Crime', 'Drama']",a0930782
m2333,Gods and Monsters (1998),['Drama'],a0174374
m2334,"Siege, The (1998)","['Action', 'Thriller']",a0001880
m2335,"Waterboy, The (1998)",['Comedy'],a0178997
m2336,Elizabeth (1998),['Drama'],a0001408
m2337,Velvet Goldmine (1998),['Drama'],a0001331
m2338,I Still Know What You Did Last Summer (1998),"['Horror', 'Mystery', 'Thriller']",a0134176
m2339,I'll Be Home For Christmas (1998),"['Comedy', 'Romance']",a0762541
m2340,Meet Joe Black (1998),['Romance'],a0000976
m2341,Dancing at Lughnasa (1998),['Drama'],
m2342,Hard Core Logo (1996),['Comedy'],a0567680
m2343,"Naked Man, The (1998)",['Drama'],
m2344,Runaway Train (1985),"['Action', 'Adventure', 'Drama', 'Thriller']",a0464846
m2345,Desert Bloom (1986),['Drama'],
m2346,"Stepford Wives, The (1975)","['Sci-Fi', 'Thriller']",a0285302
m2347,"Pope of Greenwich Village, The (1984)",['Action'],a0742341
m2348,Sid and Nancy (1986),['Drama'],a0007182
m2349,Mona Lisa (1986),"['Comedy', 'Thriller']",a0001403
m2350,Heart Condition (1990),['Comedy'],a0663489
m2351,Nights of Cabiria (Le Notti di Cabiria) (1957),['Drama'],a0000019
m2352,"Big Chill, The (1983)","['Comedy', 'Drama']",a0001410
m2353,Enemy of the State (1998),"['Action', 'Thriller']",a0001716
m2354,"Rugrats Movie, The (1998)","['Animation', ""Children's"", 'Comedy']",a0899329
m2355,"Bug's Life, A (1998)","['Animation', ""Children's"", 'Comedy']",a0004056
m2356,Celebrity (1998),['Comedy'],a0000095
m2357,Central Station (Central do Brasil) (1998),['Drama'],a0758574
m2358,Savior (1998),['Drama'],a0031342
m2359,Waking Ned Devine (1998),['Comedy'],a0428600
m2360,"Celebration, The (Festen) (1998)",['Drama'],a0899121
m2361,Pink Flamingos (1972),['Comedy'],a0000691
m2362,Glen or Glenda (1953),['Drama'],a0000248
m2363,Godzilla (Gojira) (1954),"['Action', 'Sci-Fi']",a0393094
m2364,Godzilla (Gojira) (1984),"['Action', 'Sci-Fi']",a0605743
m2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),"['Action', 'Sci-Fi']",a0599943
m2366,King Kong (1933),"['Action', 'Adventure', 'Horror']",a0774325
m2367,King Kong (1976),"['Action', 'Adventure', 'Horror']",a0347086
m2368,King Kong Lives (1986),"['Action', 'Adventure', 'Horror']",a1635724
m2369,Desperately Seeking Susan (1985),"['Comedy', 'Romance']",a0782384
m2370,"Emerald Forest, The (1985)","['Action', 'Adventure', 'Drama']",a0000958
m2371,Fletch (1985),['Comedy'],a0006916
m2372,Fletch Lives (1989),['Comedy'],a0006916
m2373,Red Sonja (1985),"['Action', 'Adventure']",a0281507
m2374,Gung Ho (1986),"['Comedy', 'Drama']",a0000165
m2375,"Money Pit, The (1986)",['Comedy'],a0000907
m2376,"View to a Kill, A (1985)",['Action'],a0322515
m2377,Lifeforce (1985),"['Horror', 'Sci-Fi']",a0001361
m2378,Police Academy (1984),['Comedy'],a0933505
m2379,Police Academy 2: Their First Assignment (1985),['Comedy'],a0797526
m2380,Police Academy 3: Back in Training (1986),['Comedy'],a0661577
m2381,Police Academy 4: Citizens on Patrol (1987),['Comedy'],a0236930
m2382,Police Academy 5: Assignment: Miami Beach (1988),['Comedy'],a0002887
m2383,Police Academy 6: City Under Siege (1989),['Comedy'],a0094288
m2384,Babe: Pig in the City (1998),"[""Children's"", 'Comedy']",a0004306
m2385,Home Fries (1998),"['Comedy', 'Romance']",a0661751
m2386,Jerry Springer: Ringmaster (1998),['Drama'],
m2387,Very Bad Things (1998),"['Comedy', 'Crime']",a0000916
m2388,Steam: The Turkish Bath (Hamam) (1997),"['Drama', 'Romance']",a0654858
m2389,Psycho (1998),"['Crime', 'Horror', 'Thriller']",a0001814
m2390,Little Voice (1998),['Comedy'],a0379179
m2391,"Simple Plan, A (1998)","['Crime', 'Thriller']",a0000600
m2392,Jack Frost (1998),"['Comedy', 'Drama']",a0003474
m2393,Star Trek: Insurrection (1998),"['Action', 'Sci-Fi']",a0000408
m2394,"Prince of Egypt, The (1998)","['Animation', 'Musical']",a0920425
m2395,Rushmore (1998),['Comedy'],a0027572
m2396,Shakespeare in Love (1998),"['Comedy', 'Romance']",a0006960
m2397,Mass Appeal (1984),['Drama'],
m2398,Miracle on 34th Street (1947),['Drama'],a0780833
m2399,Santa Claus: The Movie (1985),"['Adventure', ""Children's"", 'Fantasy']",a0844358
m2400,Prancer (1989),"[""Children's"", 'Drama']",a0359386
m2401,Pale Rider (1985),['Western'],a0000142
m2402,Rambo: First Blood Part II (1985),"['Action', 'War']",a0181902
m2403,First Blood (1982),['Action'],a0467646
m2404,Rambo III (1988),"['Action', 'War']",a0003423
m2405,"Jewel of the Nile, The (1985)","['Action', 'Adventure', 'Comedy', 'Romance']",a0853546
m2406,Romancing the Stone (1984),"['Action', 'Adventure', 'Comedy', 'Romance']",a0000709
m2407,Cocoon (1985),"['Comedy', 'Sci-Fi']",a0000165
m2408,Cocoon: The Return (1988),"['Comedy', 'Sci-Fi']",a0677951
m2409,Rocky II (1979),"['Action', 'Drama']",a0000230
m2410,Rocky III (1982),"['Action', 'Drama']",a0000230
m2411,Rocky IV (1985),"['Action', 'Drama']",a0000230
m2412,Rocky V (1990),"['Action', 'Drama']",a0000814
m2413,Clue (1985),"['Comedy', 'Mystery']",a0528718
m2414,Young Sherlock Holmes (1985),"['Action', 'Adventure', 'Mystery']",a0001469
m2415,Violets Are Blue... (1986),"['Drama', 'Romance']",a0279926
m2416,Back to School (1986),['Comedy'],a0582635
m2417,Heartburn (1986),"['Comedy', 'Drama']",a0001566
m2418,Nothing in Common (1986),['Comedy'],a0005190
m2419,Extremities (1986),"['Drama', 'Thriller']",a0950001
m2420,"Karate Kid, The (1984)",['Drama'],a0000814
m2421,"Karate Kid, Part II, The (1986)","['Action', 'Adventure', 'Drama']",a0000814
m2422,"Karate Kid III, The (1989)","['Action', 'Adventure', 'Drama']",a0000814
m2423,Christmas Vacation (1989),['Comedy'],a0154819
m2424,You've Got Mail (1998),"['Comedy', 'Romance']",a0001188
m2425,"General, The (1998)",['Crime'],a0000958
m2426,"Theory of Flight, The (1998)","['Comedy', 'Drama', 'Romance']",
m2427,"Thin Red Line, The (1998)","['Action', 'Drama', 'War']",a0000517
m2428,"Faculty, The (1998)","['Horror', 'Sci-Fi']",a0001675
m2429,Mighty Joe Young (1998),"['Adventure', ""Children's"", 'Drama']",a0881038
m2430,Mighty Joe Young (1949),"['Adventure', ""Children's"", 'Drama']",a0774325
m2431,Patch Adams (1998),"['Comedy', 'Drama']",a0001723
m2432,Stepmom (1998),['Drama'],a0001060
m2433,"Civil Action, A (1998)",['Drama'],a0001873
m2434,Down in the Delta (1998),['Drama'],
m2435,Hurlyburly (1998),['Drama'],a0237292
m2436,Tea with Mussolini (1999),['Comedy'],a0001874
m2437,Wilde (1997),['Drama'],
m2438,Outside Ozona (1998),"['Drama', 'Thriller']",
m2439,Affliction (1997),['Drama'],a0001707
m2440,Another Day in Paradise (1998),['Drama'],
m2441,"Hi-Lo Country, The (1998)","['Drama', 'Western']",
m2442,Hilary and Jackie (1998),['Drama'],a0875793
m2443,Playing by Heart (1998),"['Drama', 'Romance']",a0141033
m2444,24 7: Twenty Four Seven (1997),"['Comedy', 'Drama']",
m2445,At First Sight (1999),['Drama'],a0005563
m2446,In Dreams (1999),['Thriller'],a0001403
m2447,Varsity Blues (1999),"['Comedy', 'Drama']",a0005367
m2448,Virus (1999),"['Horror', 'Sci-Fi']",a0116497
m2449,"Garbage Pail Kids Movie, The (1987)","['Adventure', ""Children's""]",
m2450,Howard the Duck (1986),"['Adventure', ""Children's"", 'Sci-Fi']",a0404754
m2451,"Gate, The (1987)",['Horror'],a0847749
m2452,"Gate II: Trespassers, The (1990)",['Horror'],
m2453,"Boy Who Could Fly, The (1986)","['Drama', 'Fantasy']",a0145309
m2454,"Fly, The (1958)","['Horror', 'Sci-Fi']",a0627087
m2455,"Fly, The (1986)","['Horror', 'Sci-Fi']",a0000343
m2456,"Fly II, The (1989)","['Horror', 'Sci-Fi']",a0906901
m2457,Running Scared (1986),"['Action', 'Comedy']",a0001382
m2458,Armed and Dangerous (1986),"['Comedy', 'Crime']",a0504495
m2459,"Texas Chainsaw Massacre, The (1974)",['Horror'],a0001361
m2460,"Texas Chainsaw Massacre 2, The (1986)",['Horror'],a0001361
m2461,Leatherface: Texas Chainsaw Massacre III (1990),['Horror'],
m2462,"Return of the Texas Chainsaw Massacre, The (1994)",['Horror'],a0377066
m2463,Ruthless People (1986),['Comedy'],a0958387
m2464,Trick or Treat (1986),['Horror'],
m2465,Deadly Friend (1986),['Horror'],a0000127
m2466,Belizaire the Cajun (1986),['Drama'],
m2467,"Name of the Rose, The (1986)",['Mystery'],a0000269
m2468,Jumpin' Jack Flash (1986),"['Action', 'Comedy', 'Romance', 'Thriller']",a0001508
m2469,Peggy Sue Got Married (1986),"['Comedy', 'Romance']",a0000338
m2470,Crocodile Dundee (1986),"['Adventure', 'Comedy']",a0265363
m2471,Crocodile Dundee II (1988),"['Adventure', 'Comedy']",a0180257
m2472,Tough Guys (1986),['Comedy'],a0437596
m2473,Soul Man (1986),['Comedy'],a0591171
m2474,"Color of Money, The (1986)",['Drama'],a0000217
m2475,52 Pick-Up (1986),"['Action', 'Mystery', 'Thriller']",a0001239
m2476,Heartbreak Ridge (1986),"['Action', 'War']",a0000142
m2477,Firewalker (1986),['Adventure'],a0496746
m2478,Three Amigos! (1986),"['Comedy', 'Western']",a0000484
m2479,Gloria (1999),"['Drama', 'Thriller']",
m2480,Dry Cleaning (Nettoyage à sec) (1997),['Drama'],
m2481,My Name Is Joe (1998),"['Drama', 'Romance']",a0516360
m2482,Still Crazy (1998),"['Comedy', 'Romance']",a0001270
m2483,"Day of the Beast, The (El Día de la bestia) (1995)","['Comedy', 'Horror', 'Thriller']",a0407067
m2484,Tinseltown (1998),['Comedy'],
m2485,She's All That (1999),"['Comedy', 'Romance']",a0410769
m2486,24-hour Woman (1998),['Drama'],
m2487,"Blood, Guts, Bullets and Octane (1998)","['Action', 'Comedy']",
m2488,Peeping Tom (1960),"['Drama', 'Horror', 'Thriller']",a0003836
m2489,Spanish Fly (1998),['Drama'],
m2490,Payback (1999),"['Action', 'Thriller']",a0001338
m2491,Simply Irresistible (1999),"['Comedy', 'Romance']",a0850516
m2492,20 Dates (1998),['Comedy'],a0075483
m2493,"Harmonists, The (1997)",['Drama'],a0005917
m2494,"Last Days, The (1998)",['Documentary'],a0002224
m2495,"Fantastic Planet, The (La Planète sauvage) (1973)","['Animation', 'Sci-Fi']",a0482537
m2496,Blast from the Past (1999),"['Comedy', 'Romance']",a0933505
m2497,Message in a Bottle (1999),['Romance'],a0001502
m2498,My Favorite Martian (1999),"['Comedy', 'Sci-Fi']",a0677953
m2499,God Said 'Ha!' (1998),['Comedy'],
m2500,Jawbreaker (1999),['Comedy'],a0825434
m2501,October Sky (1999),['Drama'],a0002653
m2502,Office Space (1999),"['Comedy', 'Romance']",a0431918
m2503,"Apple, The (Sib) (1998)",['Drama'],a0538533
m2504,200 Cigarettes (1999),"['Comedy', 'Drama']",a0305405
m2505,8MM (1999),['Thriller'],a0001708
m2506,"Other Sister, The (1999)","['Comedy', 'Drama', 'Romance']",a0005190
m2507,Breakfast of Champions (1999),['Comedy'],
m2508,"Breaks, The (1999)",['Drama'],
m2509,Eight Days a Week (1997),['Comedy'],
m2510,Just the Ticket (1999),"['Comedy', 'Romance']",
